timestamp,open,high,low,close,volume,nasdaq_close,nasdaq_change,news_sentiment,news_count,hour,is_us_trading_hours,day_of_week,is_weekend,month,MA7,MA30,MA90,price_change,volume_ma,volume_change,RSI,MACD,Signal_Line,BB_middle,BB_upper,BB_lower,volatility
2025-01-03 04:00:00,97062.3,97066.18,96766.51,96813.41,265.52213,19621.6796875,0.0,0.0,0,4,1,4,0,1,96935.66857142856,96419.63733333333,94623.94066666666,-0.002564229366087578,346.8350771428572,0.03821294455662039,44.13073772446204,400.78328424994834,513.02517163028,96945.4895,97482.17925620802,96408.79974379197,513.5052638643477
2025-01-03 05:00:00,96813.49,96860.48,96590.28,96765.34,316.46331,19621.6796875,0.0,0.0,0,5,1,4,0,1,96914.85428571429,96492.08899999999,94655.52066666666,-0.0004965221243627971,332.21827571428577,0.19185285987273448,55.135924161831376,358.9826504072116,482.21666738566637,96945.981,97481.95572426137,96410.00627573863,450.7157987761105
2025-01-03 06:00:00,96765.35,96918.56,96512.0,96539.49,382.40263,19621.6796875,0.0,0.0,0,6,0,4,0,1,96851.24,96539.119,94686.50733333334,-0.0023339968629262353,323.7351742857143,0.2083632380638376,36.04027035663281,304.12537146595423,446.59840820172394,96937.55549999999,97494.18208648013,96380.92891351985,372.9439892890328
2025-01-03 07:00:00,96539.49,96645.83,96280.65,96304.0,546.86929,19621.6796875,0.0,0.0,0,7,0,4,0,1,96776.6942857143,96587.16166666667,94726.76822222224,-0.0024393126584779656,356.85796857142856,0.43008768009780685,39.85578880037193,238.89467860352306,405.0576622820838,96916.106,97535.45224301054,96296.75975698946,325.65843916884523
2025-01-03 08:00:00,96304.0,96529.84,96100.01,96129.97,543.39121,19621.6796875,0.0,0.0,0,8,0,4,0,1,96654.48,96617.01533333333,94773.94577777779,-0.0018070900481808039,385.57683571428566,-0.006359984119788442,17.800018403546133,171.1828288839315,358.2826956024534,96880.10399999999,97592.36794437567,96167.84005562431,327.580291703541
2025-01-03 09:00:00,96129.97,96702.48,96107.84,96554.32,527.99485,19621.6796875,0.0,0.0,0,9,0,4,0,1,96595.54714285713,96668.48166666667,94823.10255555554,0.004414336132633867,405.48465999999996,-0.028333840733272053,33.183248010855465,150.03271495680383,316.6326994733235,96884.9115,97586.40079148875,96183.42220851126,332.9109460888937
2025-01-03 10:00:00,96554.32,96640.01,96402.82,96488.53,355.37669,19621.6796875,0.0,0.0,0,10,0,4,0,1,96513.58,96694.497,94871.63511111111,-0.0006813781092342985,419.71715857142857,-0.3269315221540514,32.40503715049053,126.504133219496,278.606986222558,96846.5135,97546.43438389724,96146.59261610276,339.9769532015824
2025-01-03 11:00:00,96488.53,96830.0,96482.51,96757.58,448.41508,19621.6796875,0.0,0.0,0,11,0,4,0,1,96505.60428571429,96733.20033333334,94904.13233333334,0.0027884143327709943,445.8447228571428,0.26180217391298233,40.896543446951654,128.09109472765704,248.50380792357782,96861.642,97538.63700959268,96184.64699040733,339.66844973818576
2025-01-03 12:00:00,96757.57,96921.36,96666.66,96666.66,387.5824,19621.6796875,0.0,0.0,0,12,0,4,0,1,96491.50714285714,96769.58933333334,94927.2731111111,-0.0009396679826014775,456.00459285714277,-0.13566153930416436,44.66158121002431,120.62183557049138,222.92741345296054,96833.488,97492.6261202934,96174.3498797066,341.58050477598135
2025-01-03 13:00:00,96666.66,96839.71,96472.43,96504.79,630.80373,19621.6796875,0.0,0.0,0,13,0,4,0,1,96486.55,96792.34899999999,94950.47033333333,-0.0016745173568634142,491.49046428571427,0.6275345062108082,39.903239377366425,100.4825375348737,198.43843826934318,96820.849,97495.62514046572,96146.07285953428,339.46316051577975
